日付,時間,時間帯,カテゴリ,商品,数量,価格設定,商品番号（SKU）,適用済みカスタマイズ,総売上高,ディスカウント,純売上高,税金,注文ID,支払いID,デバイス名,メモ,レシート詳細,支払/払戻,店舗,ダイニングオプション,顧客ID,顧客名,顧客リファレンスID,単位,件数,GTIN,商品の種類,発送メモ,チャネル,トークン,カード種別,使用カード末尾4桁
2026/01/11,16:12:00,日本,ドリンク,テスト商品_SKU0009,1,,SKU0009,,544,0,490,54,OID002196,PID002196,iPad,,https://example.test/txn/2196,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,16:19:00,日本,ドリンク,テスト商品_SKU0006,4,,SKU0006,,1924,0,1732,192,OID002197,PID002197,iPad,,https://example.test/txn/2197,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/11,16:26:00,日本,ドリンク,テスト商品_SKU0029,2,,SKU0029,,1320,0,1188,132,OID002198,PID002198,iPad,,https://example.test/txn/2198,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,16:33:00,日本,ドリンク,未登録商品_SKU9020,1,,SKU9020,,730,0,657,73,OID002199,PID002199,iPad,,https://example.test/txn/2199,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,16:40:00,日本,ドリンク,テスト商品_SKU0015,5,,SKU0015,,3430,0,3087,343,OID002200,PID002200,iPad,,https://example.test/txn/2200,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,16:47:00,日本,ドリンク,SKUなし商品,1,,,,448,0,403,45,OID002201,PID002201,iPad,,https://example.test/txn/2201,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,16:54:00,日本,ドリンク,テスト商品_SKU0028,3,,SKU0028,,2937,0,2643,294,OID002202,PID002202,iPad,,https://example.test/txn/2202,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,17:01:00,日本,ドリンク,テスト商品_SKU0010,2,,SKU0010,,1440,0,1296,144,OID002203,PID002203,iPad,,https://example.test/txn/2203,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,17:08:00,日本,ドリンク,テスト商品_SKU0008,5,,SKU0008,,3370,0,3033,337,OID002204,PID002204,iPad,,https://example.test/txn/2204,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,17:15:00,日本,ドリンク,テスト商品_SKU0021,-4,,SKU0021,,-2144,0,-1930,-214,OID002205,PID002205,iPad,返品,https://example.test/txn/2205,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/11,17:22:00,日本,ドリンク,SKUなし商品,2,,,,1288,0,1159,129,OID002206,PID002206,iPad,,https://example.test/txn/2206,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,17:29:00,日本,ドリンク,テスト商品_SKU0030,1,,SKU0030,,707,0,636,71,OID002207,PID002207,iPad,,https://example.test/txn/2207,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,17:36:00,日本,ドリンク,テスト商品_SKU0010,1,,SKU0010,,912,0,821,91,OID002208,PID002208,iPad,,https://example.test/txn/2208,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,17:43:00,日本,ドリンク,未登録商品_SKU9016,5,,SKU9016,,1570,0,1413,157,OID002209,PID002209,iPad,,https://example.test/txn/2209,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,17:50:00,日本,ドリンク,テスト商品_SKU0011,1,,SKU0011,,310,0,279,31,OID002210,PID002210,iPad,,https://example.test/txn/2210,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,17:57:00,日本,ドリンク,テスト商品_SKU0002,2,,SKU0002,,866,0,779,87,OID002211,PID002211,iPad,,https://example.test/txn/2211,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,18:04:00,日本,ドリンク,未登録商品_SKU9042,2,,SKU9042,,1684,0,1516,168,OID002212,PID002212,iPad,,https://example.test/txn/2212,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,18:11:00,日本,ドリンク,テスト商品_SKU0030,5,,SKU0030,,2410,0,2169,241,OID002213,PID002213,iPad,,https://example.test/txn/2213,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,18:18:00,日本,ドリンク,未登録商品_SKU9017,1,,SKU9017,,334,0,301,33,OID002214,PID002214,iPad,,https://example.test/txn/2214,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,18:25:00,日本,ドリンク,テスト商品_SKU0010,5,,SKU0010,,2250,0,2025,225,OID002215,PID002215,iPad,,https://example.test/txn/2215,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,18:32:00,日本,ドリンク,テスト商品_SKU0009,1,,SKU0009,,744,0,670,74,OID002216,PID002216,iPad,,https://example.test/txn/2216,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,18:39:00,日本,ドリンク,テスト商品_SKU0013,2,,SKU0013,,1006,0,905,101,OID002217,PID002217,iPad,,https://example.test/txn/2217,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,18:46:00,日本,ドリンク,テスト商品_SKU0006,3,,SKU0006,,1227,0,1104,123,OID002218,PID002218,iPad,,https://example.test/txn/2218,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,18:53:00,日本,ドリンク,テスト商品_SKU0020,-2,,SKU0020,,-970,0,-873,-97,OID002219,PID002219,iPad,返品,https://example.test/txn/2219,払い戻し,TestShop,,,,,単価,-2,,通常,,POS,,VISA,1234
2026/01/11,19:00:00,日本,ドリンク,テスト商品_abc123,-3,,abc123,,-1860,0,-1674,-186,OID002220,PID002220,iPad,返品,https://example.test/txn/2220,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/11,19:07:00,日本,ドリンク,テスト商品_SKU0021,2,,SKU0021,,1020,0,918,102,OID002221,PID002221,iPad,,https://example.test/txn/2221,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,19:14:00,日本,ドリンク,テスト商品_SKU0015,5,,SKU0015,,4765,0,4289,476,OID002222,PID002222,iPad,,https://example.test/txn/2222,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,19:21:00,日本,ドリンク,テスト商品_SKU0005,4,,SKU0005,,3104,0,2794,310,OID002223,PID002223,iPad,,https://example.test/txn/2223,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/11,19:28:00,日本,ドリンク,テスト商品_SKU0015,5,,SKU0015,,4815,0,4333,482,OID002224,PID002224,iPad,,https://example.test/txn/2224,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,19:35:00,日本,ドリンク,テスト商品_abc123,3,,abc123,,1860,0,1674,186,OID002225,PID002225,iPad,,https://example.test/txn/2225,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,19:42:00,日本,ドリンク,未登録商品_SKU9028,3,,SKU9028,,2916,0,2624,292,OID002226,PID002226,iPad,,https://example.test/txn/2226,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,19:49:00,日本,ドリンク,テスト商品_SKU0002,3,,SKU0002,,2175,0,1957,218,OID002227,PID002227,iPad,,https://example.test/txn/2227,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,19:56:00,日本,ドリンク,テスト商品_SKU0008,5,,SKU0008,,4370,0,3933,437,OID002228,PID002228,iPad,,https://example.test/txn/2228,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,20:03:00,日本,ドリンク,テスト商品_SKU0009,4,,SKU0009,,2376,0,2138,238,OID002229,PID002229,iPad,,https://example.test/txn/2229,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/11,20:10:00,日本,ドリンク,テスト商品_SKU0024,5,,SKU0024,,3925,0,3533,392,OID002230,PID002230,iPad,,https://example.test/txn/2230,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,20:17:00,日本,ドリンク,テスト商品_SKU0011,3,,SKU0011,,2439,0,2195,244,OID002231,PID002231,iPad,,https://example.test/txn/2231,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,20:24:00,日本,ドリンク,テスト商品_SKU0025,3,,SKU0025,,1284,0,1156,128,OID002232,PID002232,iPad,,https://example.test/txn/2232,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,20:31:00,日本,ドリンク,テスト商品_SKU0026,4,,SKU0026,,1644,0,1480,164,OID002233,PID002233,iPad,,https://example.test/txn/2233,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/11,20:38:00,日本,ドリンク,テスト商品_SKU0004,1,,SKU0004,,288,0,259,29,OID002234,PID002234,iPad,,https://example.test/txn/2234,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,20:45:00,日本,ドリンク,未登録商品_SKU9035,1,,SKU9035,,462,0,416,46,OID002235,PID002235,iPad,,https://example.test/txn/2235,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,20:52:00,日本,ドリンク,テスト商品_SKU0027,-2,,SKU0027,,-1512,0,-1361,-151,OID002236,PID002236,iPad,返品,https://example.test/txn/2236,払い戻し,TestShop,,,,,単価,-2,,通常,,POS,,VISA,1234
2026/01/11,20:59:00,日本,ドリンク,テスト商品_SKU0009,3,,SKU0009,,1659,0,1493,166,OID002237,PID002237,iPad,,https://example.test/txn/2237,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,21:06:00,日本,ドリンク,テスト商品_SKU0002,2,,SKU0002,,810,0,729,81,OID002238,PID002238,iPad,,https://example.test/txn/2238,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,21:13:00,日本,ドリンク,テスト商品_SKU0008,3,,SKU0008,,2058,0,1852,206,OID002239,PID002239,iPad,,https://example.test/txn/2239,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,21:20:00,日本,ドリンク,テスト商品_SKU0020,5,,SKU0020,,2725,0,2453,272,OID002240,PID002240,iPad,,https://example.test/txn/2240,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,21:27:00,日本,ドリンク,テスト商品_SKU0011,5,,SKU0011,,3970,0,3573,397,OID002241,PID002241,iPad,,https://example.test/txn/2241,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,21:34:00,日本,ドリンク,テスト商品_SKU0024,3,,SKU0024,,1338,0,1204,134,OID002242,PID002242,iPad,,https://example.test/txn/2242,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,21:41:00,日本,ドリンク,テスト商品_SKU0024,3,,SKU0024,,2634,0,2371,263,OID002243,PID002243,iPad,,https://example.test/txn/2243,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,21:48:00,日本,ドリンク,テスト商品_SKU0022,-5,,SKU0022,,-2350,0,-2115,-235,OID002244,PID002244,iPad,返品,https://example.test/txn/2244,払い戻し,TestShop,,,,,単価,-5,,通常,,POS,,VISA,1234
2026/01/11,21:55:00,日本,ドリンク,テスト商品_SKU0024,1,,SKU0024,,863,0,777,86,OID002245,PID002245,iPad,,https://example.test/txn/2245,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,22:02:00,日本,ドリンク,テスト商品_SKU0003,5,,SKU0003,,3510,0,3159,351,OID002246,PID002246,iPad,,https://example.test/txn/2246,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,22:09:00,日本,ドリンク,テスト商品_SKU0015,1,,SKU0015,,288,0,259,29,OID002247,PID002247,iPad,,https://example.test/txn/2247,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,22:16:00,日本,ドリンク,テスト商品_SKU0014,-5,,SKU0014,,-2450,0,-2205,-245,OID002248,PID002248,iPad,返品,https://example.test/txn/2248,払い戻し,TestShop,,,,,単価,-5,,通常,,POS,,VISA,1234
2026/01/11,22:23:00,日本,ドリンク,SKUなし商品,4,,,,3064,0,2758,306,OID002249,PID002249,iPad,,https://example.test/txn/2249,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/11,22:30:00,日本,ドリンク,テスト商品_SKU0028,3,,SKU0028,,1011,0,910,101,OID002250,PID002250,iPad,,https://example.test/txn/2250,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,22:37:00,日本,ドリンク,テスト商品_SKU0023,-1,,SKU0023,,-370,0,-333,-37,OID002251,PID002251,iPad,返品,https://example.test/txn/2251,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/11,22:44:00,日本,ドリンク,テスト商品_SKU0018,3,,SKU0018,,1803,0,1623,180,OID002252,PID002252,iPad,,https://example.test/txn/2252,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,22:51:00,日本,ドリンク,テスト商品_SKU0009,1,,SKU0009,,611,0,550,61,OID002253,PID002253,iPad,,https://example.test/txn/2253,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,22:58:00,日本,ドリンク,テスト商品_SKU0016,1,,SKU0016,,969,0,872,97,OID002254,PID002254,iPad,,https://example.test/txn/2254,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,23:05:00,日本,ドリンク,テスト商品_SKU0017,2,,SKU0017,,750,0,675,75,OID002255,PID002255,iPad,,https://example.test/txn/2255,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/11,23:12:00,日本,ドリンク,テスト商品_SKU0024,3,,SKU0024,,1887,0,1698,189,OID002256,PID002256,iPad,,https://example.test/txn/2256,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,23:19:00,日本,ドリンク,テスト商品_SKU0026,-1,,SKU0026,,-976,0,-878,-98,OID002257,PID002257,iPad,返品,https://example.test/txn/2257,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/11,23:26:00,日本,ドリンク,テスト商品_abc123,3,,abc123,,1860,0,1674,186,OID002258,PID002258,iPad,,https://example.test/txn/2258,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/11,23:33:00,日本,ドリンク,テスト商品_SKU0017,4,,SKU0017,,1956,0,1760,196,OID002259,PID002259,iPad,,https://example.test/txn/2259,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/11,23:40:00,日本,ドリンク,テスト商品_SKU0006,5,,SKU0006,,1990,0,1791,199,OID002260,PID002260,iPad,,https://example.test/txn/2260,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/11,23:47:00,日本,ドリンク,テスト商品_SKU0005,1,,SKU0005,,682,0,614,68,OID002261,PID002261,iPad,,https://example.test/txn/2261,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/11,23:54:00,日本,ドリンク,テスト商品_SKU0018,-1,,SKU0018,,-710,0,-639,-71,OID002262,PID002262,iPad,返品,https://example.test/txn/2262,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/12,00:01:00,日本,ドリンク,テスト商品_SKU0026,-4,,SKU0026,,-1796,0,-1616,-180,OID002263,PID002263,iPad,返品,https://example.test/txn/2263,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/12,00:08:00,日本,ドリンク,テスト商品_SKU0016,-3,,SKU0016,,-2910,0,-2619,-291,OID002264,PID002264,iPad,返品,https://example.test/txn/2264,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/12,00:15:00,日本,ドリンク,テスト商品_SKU0006,4,,SKU0006,,2088,0,1879,209,OID002265,PID002265,iPad,,https://example.test/txn/2265,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,00:22:00,日本,ドリンク,テスト商品_SKU0013,-3,,SKU0013,,-1761,0,-1585,-176,OID002266,PID002266,iPad,返品,https://example.test/txn/2266,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/12,00:29:00,日本,ドリンク,テスト商品_SKU0023,4,,SKU0023,,3656,0,3290,366,OID002267,PID002267,iPad,,https://example.test/txn/2267,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,00:36:00,日本,ドリンク,テスト商品_SKU0007,5,,SKU0007,,4100,0,3690,410,OID002268,PID002268,iPad,,https://example.test/txn/2268,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,00:43:00,日本,ドリンク,テスト商品_SKU0012,2,,SKU0012,,1886,0,1697,189,OID002269,PID002269,iPad,,https://example.test/txn/2269,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,00:50:00,日本,ドリンク,テスト商品_SKU0006,5,,SKU0006,,4520,0,4068,452,OID002270,PID002270,iPad,,https://example.test/txn/2270,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,00:57:00,日本,ドリンク,テスト商品_SKU0007,-3,,SKU0007,,-1125,0,-1013,-112,OID002271,PID002271,iPad,返品,https://example.test/txn/2271,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/12,01:04:00,日本,ドリンク,テスト商品_SKU0024,4,,SKU0024,,3400,0,3060,340,OID002272,PID002272,iPad,,https://example.test/txn/2272,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,01:11:00,日本,ドリンク,テスト商品_SKU0021,2,,SKU0021,,1760,0,1584,176,OID002273,PID002273,iPad,,https://example.test/txn/2273,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,01:18:00,日本,ドリンク,テスト商品_SKU0019,2,,SKU0019,,1382,0,1244,138,OID002274,PID002274,iPad,,https://example.test/txn/2274,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,01:25:00,日本,ドリンク,テスト商品_SKU0018,-1,,SKU0018,,-933,0,-840,-93,OID002275,PID002275,iPad,返品,https://example.test/txn/2275,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/12,01:32:00,日本,ドリンク,SKUなし商品,1,,,,979,0,881,98,OID002276,PID002276,iPad,,https://example.test/txn/2276,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,01:39:00,日本,ドリンク,テスト商品_SKU0028,5,,SKU0028,,4100,0,3690,410,OID002277,PID002277,iPad,,https://example.test/txn/2277,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,01:46:00,日本,ドリンク,テスト商品_SKU0006,3,,SKU0006,,2808,0,2527,281,OID002278,PID002278,iPad,,https://example.test/txn/2278,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,01:53:00,日本,ドリンク,SKUなし商品,2,,,,1664,0,1498,166,OID002279,PID002279,iPad,,https://example.test/txn/2279,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,02:00:00,日本,ドリンク,テスト商品_SKU0016,1,,SKU0016,,476,0,428,48,OID002280,PID002280,iPad,,https://example.test/txn/2280,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,02:07:00,日本,ドリンク,テスト商品_SKU0019,1,,SKU0019,,948,0,853,95,OID002281,PID002281,iPad,,https://example.test/txn/2281,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,02:14:00,日本,ドリンク,テスト商品_SKU0028,-5,,SKU0028,,-1650,0,-1485,-165,OID002282,PID002282,iPad,返品,https://example.test/txn/2282,払い戻し,TestShop,,,,,単価,-5,,通常,,POS,,VISA,1234
2026/01/12,02:21:00,日本,ドリンク,テスト商品_SKU0025,1,,SKU0025,,815,0,733,82,OID002283,PID002283,iPad,,https://example.test/txn/2283,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,02:28:00,日本,ドリンク,テスト商品_SKU0013,1,,SKU0013,,924,0,832,92,OID002284,PID002284,iPad,,https://example.test/txn/2284,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,02:35:00,日本,ドリンク,テスト商品_SKU0021,2,,SKU0021,,1836,0,1652,184,OID002285,PID002285,iPad,,https://example.test/txn/2285,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,02:42:00,日本,ドリンク,テスト商品_SKU0011,1,,SKU0011,,495,0,445,50,OID002286,PID002286,iPad,,https://example.test/txn/2286,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,02:49:00,日本,ドリンク,テスト商品_SKU0021,4,,SKU0021,,2280,0,2052,228,OID002287,PID002287,iPad,,https://example.test/txn/2287,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,02:56:00,日本,ドリンク,テスト商品_SKU0022,1,,SKU0022,,868,0,781,87,OID002288,PID002288,iPad,,https://example.test/txn/2288,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,03:03:00,日本,ドリンク,テスト商品_SKU0015,3,,SKU0015,,1926,0,1733,193,OID002289,PID002289,iPad,,https://example.test/txn/2289,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,03:10:00,日本,ドリンク,SKUなし商品,5,,,,2645,0,2381,264,OID002290,PID002290,iPad,,https://example.test/txn/2290,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,03:17:00,日本,ドリンク,テスト商品_SKU0015,5,,SKU0015,,3855,0,3469,386,OID002291,PID002291,iPad,,https://example.test/txn/2291,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,03:24:00,日本,ドリンク,未登録商品_SKU9021,3,,SKU9021,,1422,0,1280,142,OID002292,PID002292,iPad,,https://example.test/txn/2292,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,03:31:00,日本,ドリンク,テスト商品_SKU0024,3,,SKU0024,,2385,0,2147,238,OID002293,PID002293,iPad,,https://example.test/txn/2293,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,03:38:00,日本,ドリンク,SKUなし商品,2,,,,688,0,619,69,OID002294,PID002294,iPad,,https://example.test/txn/2294,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,03:45:00,日本,ドリンク,テスト商品_SKU0023,4,,SKU0023,,3116,0,2804,312,OID002295,PID002295,iPad,,https://example.test/txn/2295,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,03:52:00,日本,ドリンク,テスト商品_SKU0001,1,,SKU0001,,685,0,617,68,OID002296,PID002296,iPad,,https://example.test/txn/2296,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,03:59:00,日本,ドリンク,テスト商品_SKU0015,4,,SKU0015,,1592,0,1433,159,OID002297,PID002297,iPad,,https://example.test/txn/2297,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,04:06:00,日本,ドリンク,テスト商品_SKU0021,5,,SKU0021,,3275,0,2947,328,OID002298,PID002298,iPad,,https://example.test/txn/2298,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,04:13:00,日本,ドリンク,テスト商品_SKU0005,2,,SKU0005,,764,0,688,76,OID002299,PID002299,iPad,,https://example.test/txn/2299,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,04:20:00,日本,ドリンク,テスト商品_SKU0010,4,,SKU0010,,1320,0,1188,132,OID002300,PID002300,iPad,,https://example.test/txn/2300,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/12,04:27:00,日本,ドリンク,SKUなし商品,1,,,,581,0,523,58,OID002301,PID002301,iPad,,https://example.test/txn/2301,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,04:34:00,日本,ドリンク,テスト商品_SKU0019,1,,SKU0019,,283,0,255,28,OID002302,PID002302,iPad,,https://example.test/txn/2302,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,04:41:00,日本,ドリンク,テスト商品_SKU0016,3,,SKU0016,,1722,0,1550,172,OID002303,PID002303,iPad,,https://example.test/txn/2303,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,04:48:00,日本,ドリンク,テスト商品_SKU0027,-1,,SKU0027,,-663,0,-597,-66,OID002304,PID002304,iPad,返品,https://example.test/txn/2304,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/12,04:55:00,日本,ドリンク,テスト商品_SKU0029,5,,SKU0029,,2385,0,2147,238,OID002305,PID002305,iPad,,https://example.test/txn/2305,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,05:02:00,日本,ドリンク,テスト商品_SKU0005,2,,SKU0005,,906,0,815,91,OID002306,PID002306,iPad,,https://example.test/txn/2306,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,05:09:00,日本,ドリンク,テスト商品_SKU0016,2,,SKU0016,,1162,0,1046,116,OID002307,PID002307,iPad,,https://example.test/txn/2307,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/12,05:16:00,日本,ドリンク,テスト商品_SKU0017,1,,SKU0017,,763,0,687,76,OID002308,PID002308,iPad,,https://example.test/txn/2308,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/12,05:23:00,日本,ドリンク,テスト商品_SKU0003,-3,,SKU0003,,-2571,0,-2314,-257,OID002309,PID002309,iPad,返品,https://example.test/txn/2309,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/12,05:30:00,日本,ドリンク,テスト商品_SKU0018,5,,SKU0018,,4720,0,4248,472,OID002310,PID002310,iPad,,https://example.test/txn/2310,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/12,05:37:00,日本,ドリンク,テスト商品_SKU0015,3,,SKU0015,,2181,0,1963,218,OID002311,PID002311,iPad,,https://example.test/txn/2311,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,05:44:00,日本,ドリンク,テスト商品_SKU0008,-2,,SKU0008,,-1460,0,-1314,-146,OID002312,PID002312,iPad,返品,https://example.test/txn/2312,払い戻し,TestShop,,,,,単価,-2,,通常,,POS,,VISA,1234
2026/01/12,05:51:00,日本,ドリンク,テスト商品_SKU0019,-1,,SKU0019,,-415,0,-373,-42,OID002313,PID002313,iPad,返品,https://example.test/txn/2313,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/12,05:58:00,日本,ドリンク,テスト商品_SKU0002,3,,SKU0002,,2715,0,2443,272,OID002314,PID002314,iPad,,https://example.test/txn/2314,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/12,06:05:00,日本,ドリンク,テスト商品_SKU0029,5,,SKU0029,,4040,0,3636,404,OID002315,PID002315,iPad,,https://example.test/txn/2315,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
